,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
1054,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Ca4,7.0,2.0,4,2,0.104,"[161.768, 154.716, 139.756, 136.635, 136.27, 112.358, 111.746, 108.132, 107.5, 105.986, 102.65, 93.652, 91.84, 82.779, 80.834, 76.874, 74.473, 65.254, 63.621, 58.318, 54.261]","{(-4.83, 5.75, -6.09), (10.38, -8.74, -1.93), (-7.48, -8.21, 6.83), (-4.51, 0.88, 10.1), (2.53, 0.8, 11.0), (12.13, -0.46, 6.13), (-2.61, 8.86, -1.5), (-5.72, 1.25, 12.68), (4.13, -9.6, -1.52), (-5.21, 1.12, 11.34), (-4.0, 0.75, 8.76), (6.07, -12.43, 0.77), (-4.38, -0.59, -7.34), (1.74, 1.74, 9.69), (1.46, -10.64, -13.48), (-1.31, -8.05, 10.24), (-5.83, 7.52, -7.19), (15.55, -10.23, 6.05), (-3.0, -0.6, -9.2), (-5.42, 7.4, -8.02), (7.95, -0.81, -1.45), (-8.39, 0.21, 0.72), (-0.67, 6.03, 0.79), (-12.09, -6.42, -7.41), (7.97, -0.74, -0.75), (-7.74, -0.46, 4.41), (-3.75, -6.99, 11.18), (-3.52, -11.17, 5.64), (-7.92, -6.07, 0.17), (-2.25, 8.25, 1.9), (7.2, -9.65, -12.55), (-6.42, 9.17, -9.11), (-8.37, 0.27, 1.42), (-2.21, -1.53, -7.88), (-3.96, -9.03, -1.02)}"
1055,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Ca2,7.0,2.0,4,2,0.091,"[167.715, 146.212, 145.7, 132.106, 129.346, 116.008, 114.142, 109.348, 109.184, 101.426, 96.384, 92.746, 87.421, 80.555, 79.496, 76.379, 69.727, 63.436, 62.987, 59.443, 55.278]","{(-4.65, 5.61, -6.01), (4.62, -1.33, -10.52), (0.68, 8.16, 3.93), (-2.52, 8.68, -1.34), (4.13, -9.91, -1.48), (4.32, -1.22, -9.28), (-5.82, 1.26, 12.83), (-5.52, 1.16, 11.6), (3.67, 11.35, -6.0), (-2.48, -1.17, -10.97), (-4.14, -0.2, -7.11), (-2.38, 0.25, -8.21), (-2.56, -8.43, -0.41), (-10.35, -7.21, 0.56), (-1.22, 10.49, 13.03), (11.96, 0.17, 5.52), (5.81, -12.35, 0.55), (3.95, 8.92, 1.18), (-7.65, 0.4, 0.89), (-3.14, -0.99, -9.59), (12.04, 5.77, 6.52), (7.57, 6.99, -10.36), (-0.84, 6.24, 0.69), (5.78, 8.92, 10.73), (8.15, -0.46, -1.18), (10.29, 7.53, 0.25), (8.74, -0.68, -1.28), (-1.71, 0.06, -9.59), (-4.09, -10.36, -3.65), (-7.73, -5.19, -0.11), (7.52, -1.74, -4.01), (1.53, 8.28, -10.67), (12.91, 9.54, -0.41), (-7.45, -7.62, 7.07), (-8.24, 0.62, 0.99)}"
1056,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Ca1,7.0,2.0,4,2,0.085,"[170.575, 160.527, 140.309, 133.322, 118.19, 117.607, 117.071, 112.006, 102.95, 100.76, 98.517, 98.424, 86.21, 84.353, 78.884, 77.109, 72.56, 65.329, 63.493, 63.493, 56.089]","{(-4.65, 5.61, -6.01), (-9.94, 1.57, 5.54), (4.01, -1.14, -9.12), (-3.93, -0.66, -6.91), (-5.82, 1.26, 12.83), (-8.14, -0.16, 5.02), (9.58, -1.29, -3.76), (0.2, -5.96, -1.09), (-4.71, -0.62, -7.04), (1.55, -8.23, 0.36), (7.73, 5.19, 0.11), (5.83, -7.72, 8.4), (2.41, -8.18, -1.72), (7.78, 0.44, -3.23), (2.35, 1.89, 8.57), (4.14, 0.2, 7.11), (-5.65, 7.2, -7.17), (3.95, 8.92, 1.18), (11.29, -9.15, -3.5), (-2.22, -9.81, -5.52), (6.82, -9.31, 9.55), (13.36, -6.42, 5.16), (3.76, -10.44, -0.27), (12.64, -0.15, 6.06), (2.52, -8.68, 1.34), (6.37, 12.77, 5.61), (-4.82, 1.08, 11.11), (5.01, -1.33, -10.84), (4.92, 0.16, 7.24), (-3.67, -11.35, 6.0), (1.53, 8.28, -10.67), (8.53, -10.91, -11.12), (-7.45, -7.62, 7.07), (3.31, 6.32, -11.16), (-8.24, 0.62, 0.99)}"
1057,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Ca3,7.0,2.0,4,2,0.066,"[170.751, 159.735, 147.919, 128.47, 118.158, 116.609, 115.715, 113.029, 102.686, 101.613, 99.817, 95.912, 87.478, 83.598, 78.691, 78.65, 73.363, 66.103, 61.66, 60.508, 60.442]","{(-4.83, 5.75, -6.09), (-9.78, 0.36, 5.26), (7.48, 8.21, -6.83), (12.3, 0.51, 5.58), (-5.21, 1.12, 11.34), (-4.0, 0.75, 8.76), (-4.15, -0.57, -6.93), (-4.27, -0.59, -7.17), (9.19, -0.27, -4.14), (4.51, -0.88, -10.1), (3.31, -9.96, -0.61), (5.42, -7.4, 8.02), (2.25, -8.25, -1.9), (7.14, 0.55, -3.29), (4.38, 0.59, 7.34), (4.25, 0.57, 7.1), (-5.83, 7.52, -7.19), (7.92, 6.07, -0.17), (1.85, 9.14, 5.36), (2.21, 1.53, 7.88), (0.24, -6.13, -1.17), (6.42, -9.17, 9.11), (-7.74, -0.46, 4.41), (2.61, -8.86, 1.5), (12.86, -5.83, 4.51), (6.05, 12.04, 5.21), (8.12, -9.81, -10.94), (1.29, -7.84, 0.11), (-3.52, -11.17, 5.64), (5.72, -1.25, -12.68), (1.31, 8.05, -10.24), (-8.37, 0.27, 1.42), (3.75, 6.99, -11.18), (10.75, -8.38, -4.12), (-3.96, -9.03, -1.02)}"
1058,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Na4,7.0,1.0,3,1,0.064,"[161.768, 154.716, 139.756, 136.635, 136.27, 112.358, 111.746, 108.132, 107.5, 105.986, 102.65, 93.652, 91.84, 82.779, 80.834, 76.874, 74.473, 65.254, 63.621, 58.318, 54.261]","{(-4.83, 5.75, -6.09), (10.38, -8.74, -1.93), (-7.48, -8.21, 6.83), (-4.51, 0.88, 10.1), (2.53, 0.8, 11.0), (12.13, -0.46, 6.13), (-2.61, 8.86, -1.5), (-5.72, 1.25, 12.68), (4.13, -9.6, -1.52), (-5.21, 1.12, 11.34), (-4.0, 0.75, 8.76), (6.07, -12.43, 0.77), (-4.38, -0.59, -7.34), (1.74, 1.74, 9.69), (1.46, -10.64, -13.48), (-1.31, -8.05, 10.24), (-5.83, 7.52, -7.19), (15.55, -10.23, 6.05), (-3.0, -0.6, -9.2), (-5.42, 7.4, -8.02), (7.95, -0.81, -1.45), (-8.39, 0.21, 0.72), (-0.67, 6.03, 0.79), (-12.09, -6.42, -7.41), (7.97, -0.74, -0.75), (-7.74, -0.46, 4.41), (-3.75, -6.99, 11.18), (-3.52, -11.17, 5.64), (-7.92, -6.07, 0.17), (-2.25, 8.25, 1.9), (7.2, -9.65, -12.55), (-6.42, 9.17, -9.11), (-8.37, 0.27, 1.42), (-2.21, -1.53, -7.88), (-3.96, -9.03, -1.02)}"
1059,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Na1,7.0,1.0,3,1,0.053,"[170.575, 160.527, 140.309, 133.322, 118.19, 117.607, 117.071, 112.006, 102.95, 100.76, 98.517, 98.424, 86.21, 84.353, 78.884, 77.109, 72.56, 65.329, 63.493, 63.493, 56.089]","{(-4.65, 5.61, -6.01), (-9.94, 1.57, 5.54), (4.01, -1.14, -9.12), (-3.93, -0.66, -6.91), (-5.82, 1.26, 12.83), (-8.14, -0.16, 5.02), (9.58, -1.29, -3.76), (0.2, -5.96, -1.09), (-4.71, -0.62, -7.04), (1.55, -8.23, 0.36), (7.73, 5.19, 0.11), (5.83, -7.72, 8.4), (2.41, -8.18, -1.72), (7.78, 0.44, -3.23), (2.35, 1.89, 8.57), (4.14, 0.2, 7.11), (-5.65, 7.2, -7.17), (3.95, 8.92, 1.18), (11.29, -9.15, -3.5), (-2.22, -9.81, -5.52), (6.82, -9.31, 9.55), (13.36, -6.42, 5.16), (3.76, -10.44, -0.27), (12.64, -0.15, 6.06), (2.52, -8.68, 1.34), (6.37, 12.77, 5.61), (-4.82, 1.08, 11.11), (5.01, -1.33, -10.84), (4.92, 0.16, 7.24), (-3.67, -11.35, 6.0), (1.53, 8.28, -10.67), (8.53, -10.91, -11.12), (-7.45, -7.62, 7.07), (3.31, 6.32, -11.16), (-8.24, 0.62, 0.99)}"
1060,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Na2,7.0,1.0,3,1,0.057,"[167.715, 146.212, 145.7, 132.106, 129.346, 116.008, 114.142, 109.348, 109.184, 101.426, 96.384, 92.746, 87.421, 80.555, 79.496, 76.379, 69.727, 63.436, 62.987, 59.443, 55.278]","{(-4.65, 5.61, -6.01), (4.62, -1.33, -10.52), (0.68, 8.16, 3.93), (-2.52, 8.68, -1.34), (4.13, -9.91, -1.48), (4.32, -1.22, -9.28), (-5.82, 1.26, 12.83), (-5.52, 1.16, 11.6), (3.67, 11.35, -6.0), (-2.48, -1.17, -10.97), (-4.14, -0.2, -7.11), (-2.38, 0.25, -8.21), (-2.56, -8.43, -0.41), (-10.35, -7.21, 0.56), (-1.22, 10.49, 13.03), (11.96, 0.17, 5.52), (5.81, -12.35, 0.55), (3.95, 8.92, 1.18), (-7.65, 0.4, 0.89), (-3.14, -0.99, -9.59), (12.04, 5.77, 6.52), (7.57, 6.99, -10.36), (-0.84, 6.24, 0.69), (5.78, 8.92, 10.73), (8.15, -0.46, -1.18), (10.29, 7.53, 0.25), (8.74, -0.68, -1.28), (-1.71, 0.06, -9.59), (-4.09, -10.36, -3.65), (-7.73, -5.19, -0.11), (7.52, -1.74, -4.01), (1.53, 8.28, -10.67), (12.91, 9.54, -0.41), (-7.45, -7.62, 7.07), (-8.24, 0.62, 0.99)}"
1061,263474.cif,Al3+:13.280 Ca2+:5.280 Na1+:2.720 O2-:64.000 Si4+:18.720,Na3,7.0,1.0,3,1,0.041,"[170.751, 159.735, 147.919, 128.47, 118.158, 116.609, 115.715, 113.029, 102.686, 101.613, 99.817, 95.912, 87.478, 83.598, 78.691, 78.65, 73.363, 66.103, 61.66, 60.508, 60.442]","{(-4.83, 5.75, -6.09), (-9.78, 0.36, 5.26), (7.48, 8.21, -6.83), (12.3, 0.51, 5.58), (-5.21, 1.12, 11.34), (-4.0, 0.75, 8.76), (-4.15, -0.57, -6.93), (-4.27, -0.59, -7.17), (9.19, -0.27, -4.14), (4.51, -0.88, -10.1), (3.31, -9.96, -0.61), (5.42, -7.4, 8.02), (2.25, -8.25, -1.9), (7.14, 0.55, -3.29), (4.38, 0.59, 7.34), (4.25, 0.57, 7.1), (-5.83, 7.52, -7.19), (7.92, 6.07, -0.17), (1.85, 9.14, 5.36), (2.21, 1.53, 7.88), (0.24, -6.13, -1.17), (6.42, -9.17, 9.11), (-7.74, -0.46, 4.41), (2.61, -8.86, 1.5), (12.86, -5.83, 4.51), (6.05, 12.04, 5.21), (8.12, -9.81, -10.94), (1.29, -7.84, 0.11), (-3.52, -11.17, 5.64), (5.72, -1.25, -12.68), (1.31, 8.05, -10.24), (-8.37, 0.27, 1.42), (3.75, 6.99, -11.18), (10.75, -8.38, -4.12), (-3.96, -9.03, -1.02)}"
1062,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca4,7.0,2.0,4,2,0.109,"[160.493, 154.356, 139.429, 137.842, 136.236, 112.266, 112.235, 109.244, 106.553, 106.35, 103.103, 92.419, 91.089, 82.692, 80.154, 77.262, 75.369, 64.951, 63.864, 58.815, 54.549]","{(-4.75, 5.73, -6.05), (-7.39, -8.18, 6.73), (10.33, -8.64, -2.0), (-4.49, 0.86, 10.05), (-2.57, 8.77, -1.48), (12.04, -0.4, 6.12), (4.11, -9.53, -1.59), (-5.66, 1.21, 12.56), (2.53, 0.8, 10.93), (-5.15, 1.08, 11.24), (6.04, -12.27, 0.73), (-4.3, -0.62, -7.31), (1.73, 1.74, 9.63), (-11.96, -6.49, -7.42), (-7.85, -6.13, 0.18), (1.46, -10.58, -13.42), (-1.29, -8.02, 10.11), (-5.41, 7.34, -7.9), (-5.75, 7.42, -7.17), (15.44, -10.03, 6.01), (-3.01, -0.6, -9.13), (-8.3, 0.22, 1.43), (7.93, -0.77, -1.47), (-8.3, 0.16, 0.73), (-0.64, 6.03, 0.84), (7.93, -0.71, -0.77), (-7.67, -0.5, 4.36), (-3.98, 0.73, 8.72), (-3.7, -6.95, 11.1), (-3.47, -11.07, 5.54), (-2.26, 8.2, 1.9), (7.18, -9.57, -12.51), (-6.41, 9.03, -9.02), (-2.21, -1.54, -7.83), (-3.94, -9.01, -1.01)}"
1063,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca2,7.0,2.0,4,2,0.095,"[167.343, 145.904, 145.205, 132.121, 130.023, 115.932, 114.444, 110.212, 108.754, 101.145, 96.044, 92.7, 86.991, 80.7, 78.936, 76.52, 69.121, 63.826, 62.768, 59.596, 55.026]","{(4.58, -1.39, -10.47), (-4.58, 5.55, -5.94), (0.69, 8.14, 3.96), (-2.47, 8.59, -1.3), (4.12, -9.89, -1.54), (4.34, -1.29, -9.26), (-5.76, 1.25, 12.67), (3.65, 11.26, -5.9), (-5.52, 1.15, 11.46), (-1.73, -0.03, -9.56), (-2.49, -1.26, -10.9), (-1.2, 10.5, 12.93), (-2.6, -8.44, -0.45), (-10.27, -7.21, 0.49), (5.77, -12.24, 0.48), (3.92, 8.87, 1.16), (-7.6, 0.36, 0.87), (7.61, 6.95, -10.25), (-0.82, 6.24, 0.72), (11.92, 5.82, 6.45), (5.76, 8.94, 10.62), (8.15, -0.42, -1.19), (10.23, 7.51, 0.24), (8.69, -0.65, -1.29), (-4.11, -10.33, -3.69), (-4.06, -0.23, -7.02), (-2.38, 0.17, -8.17), (-7.62, -5.18, -0.11), (-7.35, -7.56, 6.95), (-3.13, -1.07, -9.51), (7.5, -1.74, -4.01), (1.55, 8.22, -10.55), (11.91, 0.28, 5.47), (12.88, 9.55, -0.35), (-8.14, 0.59, 0.97)}"
1064,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca1,7.0,2.0,4,2,0.087,"[170.231, 161.014, 139.482, 133.781, 118.659, 118.242, 116.449, 112.068, 102.75, 100.585, 98.946, 98.308, 86.612, 83.621, 79.088, 76.438, 72.632, 66.021, 64.106, 63.295, 55.958]","{(-9.84, 1.61, 5.48), (-4.58, 5.55, -5.94), (4.0, -1.2, -9.13), (12.53, -0.14, 6.05), (-5.76, 1.25, 12.67), (-3.86, -0.69, -6.84), (9.48, -1.31, -3.68), (-4.68, -0.65, -7.02), (1.59, -8.2, 0.38), (7.62, 5.18, 0.11), (5.84, -7.66, 8.32), (2.43, -8.14, -1.7), (7.77, 0.42, -3.2), (2.35, 1.93, 8.59), (4.87, 0.19, 7.2), (-5.57, 7.08, -7.12), (3.92, 8.87, 1.16), (11.19, -9.08, -3.4), (-2.18, -9.82, -5.55), (6.83, -9.2, 9.49), (13.25, -6.37, 5.15), (-4.73, 1.07, 10.98), (3.79, -10.38, -0.24), (2.47, -8.59, 1.3), (6.34, 12.73, 5.62), (-8.13, -0.13, 5.0), (5.03, -1.38, -10.82), (0.23, -5.96, -1.08), (-3.65, -11.26, 5.9), (-7.35, -7.56, 6.95), (4.06, 0.23, 7.02), (1.55, 8.22, -10.55), (8.45, -10.88, -11.02), (3.22, 6.24, -11.08), (-8.14, 0.59, 0.97)}"
1065,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca3,7.0,2.0,4,2,0.066,"[170.823, 159.934, 148.397, 128.032, 118.223, 116.737, 115.639, 112.824, 102.938, 101.648, 99.794, 95.4, 87.536, 83.569, 78.65, 78.498, 73.316, 66.247, 61.855, 60.902, 60.271]","{(-4.75, 5.73, -6.05), (-9.67, 0.28, 5.2), (7.39, 8.18, -6.73), (12.21, 0.64, 5.53), (-5.15, 1.09, 11.24), (-4.1, -0.63, -6.88), (-4.2, -0.65, -7.16), (9.11, -0.2, -4.12), (4.49, -0.86, -10.05), (3.3, -9.87, -0.63), (2.26, -8.2, -1.9), (7.1, 0.58, -3.28), (4.3, 0.62, 7.31), (4.2, 0.6, 7.03), (-5.75, 7.42, -7.17), (-8.3, 0.22, 1.43), (1.3, -7.78, 0.1), (1.81, 9.08, 5.35), (2.21, 1.54, 7.83), (0.26, -6.11, -1.18), (6.41, -9.03, 9.02), (5.41, -7.34, 7.9), (-3.98, 0.73, 8.72), (-7.67, -0.5, 4.36), (2.57, -8.77, 1.48), (12.76, -5.74, 4.42), (8.04, -9.7, -10.88), (6.01, 11.98, 5.19), (-3.47, -11.07, 5.54), (5.66, -1.21, -12.56), (1.29, 8.02, -10.11), (3.7, 6.95, -11.1), (7.85, 6.13, -0.18), (10.65, -8.26, -4.11), (-3.94, -9.01, -1.01)}"
1066,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Na4,7.0,1.0,3,1,0.068,"[160.493, 154.356, 139.429, 137.842, 136.236, 112.266, 112.235, 109.244, 106.553, 106.35, 103.103, 92.419, 91.089, 82.692, 80.154, 77.262, 75.369, 64.951, 63.864, 58.815, 54.549]","{(-4.75, 5.73, -6.05), (-7.39, -8.18, 6.73), (10.33, -8.64, -2.0), (-4.49, 0.86, 10.05), (-2.57, 8.77, -1.48), (12.04, -0.4, 6.12), (4.11, -9.53, -1.59), (-5.66, 1.21, 12.56), (2.53, 0.8, 10.93), (-5.15, 1.08, 11.24), (6.04, -12.27, 0.73), (-4.3, -0.62, -7.31), (1.73, 1.74, 9.63), (-11.96, -6.49, -7.42), (-7.85, -6.13, 0.18), (1.46, -10.58, -13.42), (-1.29, -8.02, 10.11), (-5.41, 7.34, -7.9), (-5.75, 7.42, -7.17), (15.44, -10.03, 6.01), (-3.01, -0.6, -9.13), (-8.3, 0.22, 1.43), (7.93, -0.77, -1.47), (-8.3, 0.16, 0.73), (-0.64, 6.03, 0.84), (7.93, -0.71, -0.77), (-7.67, -0.5, 4.36), (-3.98, 0.73, 8.72), (-3.7, -6.95, 11.1), (-3.47, -11.07, 5.54), (-2.26, 8.2, 1.9), (7.18, -9.57, -12.51), (-6.41, 9.03, -9.02), (-2.21, -1.54, -7.83), (-3.94, -9.01, -1.01)}"
1067,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Na1,7.0,1.0,3,1,0.054,"[170.231, 161.014, 139.482, 133.781, 118.659, 118.242, 116.449, 112.068, 102.75, 100.585, 98.946, 98.308, 86.612, 83.621, 79.088, 76.438, 72.632, 66.021, 64.106, 63.295, 55.958]","{(-9.84, 1.61, 5.48), (-4.58, 5.55, -5.94), (4.0, -1.2, -9.13), (12.53, -0.14, 6.05), (-5.76, 1.25, 12.67), (-3.86, -0.69, -6.84), (9.48, -1.31, -3.68), (-4.68, -0.65, -7.02), (1.59, -8.2, 0.38), (7.62, 5.18, 0.11), (5.84, -7.66, 8.32), (2.43, -8.14, -1.7), (7.77, 0.42, -3.2), (2.35, 1.93, 8.59), (4.87, 0.19, 7.2), (-5.57, 7.08, -7.12), (3.92, 8.87, 1.16), (11.19, -9.08, -3.4), (-2.18, -9.82, -5.55), (6.83, -9.2, 9.49), (13.25, -6.37, 5.15), (-4.73, 1.07, 10.98), (3.79, -10.38, -0.24), (2.47, -8.59, 1.3), (6.34, 12.73, 5.62), (-8.13, -0.13, 5.0), (5.03, -1.38, -10.82), (0.23, -5.96, -1.08), (-3.65, -11.26, 5.9), (-7.35, -7.56, 6.95), (4.06, 0.23, 7.02), (1.55, 8.22, -10.55), (8.45, -10.88, -11.02), (3.22, 6.24, -11.08), (-8.14, 0.59, 0.97)}"
1068,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Na3,7.0,1.0,3,1,0.041,"[170.823, 159.934, 148.397, 128.032, 118.223, 116.737, 115.639, 112.824, 102.938, 101.648, 99.794, 95.4, 87.536, 83.569, 78.65, 78.498, 73.316, 66.247, 61.855, 60.902, 60.271]","{(-4.75, 5.73, -6.05), (-9.67, 0.28, 5.2), (7.39, 8.18, -6.73), (12.21, 0.64, 5.53), (-5.15, 1.09, 11.24), (-4.1, -0.63, -6.88), (-4.2, -0.65, -7.16), (9.11, -0.2, -4.12), (4.49, -0.86, -10.05), (3.3, -9.87, -0.63), (2.26, -8.2, -1.9), (7.1, 0.58, -3.28), (4.3, 0.62, 7.31), (4.2, 0.6, 7.03), (-5.75, 7.42, -7.17), (-8.3, 0.22, 1.43), (1.3, -7.78, 0.1), (1.81, 9.08, 5.35), (2.21, 1.54, 7.83), (0.26, -6.11, -1.18), (6.41, -9.03, 9.02), (5.41, -7.34, 7.9), (-3.98, 0.73, 8.72), (-7.67, -0.5, 4.36), (2.57, -8.77, 1.48), (12.76, -5.74, 4.42), (8.04, -9.7, -10.88), (6.01, 11.98, 5.19), (-3.47, -11.07, 5.54), (5.66, -1.21, -12.56), (1.29, 8.02, -10.11), (3.7, 6.95, -11.1), (7.85, 6.13, -0.18), (10.65, -8.26, -4.11), (-3.94, -9.01, -1.01)}"
1069,263475.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Na2,7.0,1.0,3,1,0.059,"[167.343, 145.904, 145.205, 132.121, 130.023, 115.932, 114.444, 110.212, 108.754, 101.145, 96.044, 92.7, 86.991, 80.7, 78.936, 76.52, 69.121, 63.826, 62.768, 59.596, 55.026]","{(4.58, -1.39, -10.47), (-4.58, 5.55, -5.94), (0.69, 8.14, 3.96), (-2.47, 8.59, -1.3), (4.12, -9.89, -1.54), (4.34, -1.29, -9.26), (-5.76, 1.25, 12.67), (3.65, 11.26, -5.9), (-5.52, 1.15, 11.46), (-1.73, -0.03, -9.56), (-2.49, -1.26, -10.9), (-1.2, 10.5, 12.93), (-2.6, -8.44, -0.45), (-10.27, -7.21, 0.49), (5.77, -12.24, 0.48), (3.92, 8.87, 1.16), (-7.6, 0.36, 0.87), (7.61, 6.95, -10.25), (-0.82, 6.24, 0.72), (11.92, 5.82, 6.45), (5.76, 8.94, 10.62), (8.15, -0.42, -1.19), (10.23, 7.51, 0.24), (8.69, -0.65, -1.29), (-4.11, -10.33, -3.69), (-4.06, -0.23, -7.02), (-2.38, 0.17, -8.17), (-7.62, -5.18, -0.11), (-7.35, -7.56, 6.95), (-3.13, -1.07, -9.51), (7.5, -1.74, -4.01), (1.55, 8.22, -10.55), (11.91, 0.28, 5.47), (12.88, 9.55, -0.35), (-8.14, 0.59, 0.97)}"
1070,263477.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca4,7.0,2.0,4,2,0.106,"[160.001, 153.598, 140.887, 137.434, 135.032, 112.979, 111.74, 108.602, 107.578, 106.553, 102.968, 93.084, 91.071, 81.935, 80.108, 76.308, 75.333, 65.203, 63.019, 58.969, 54.034]","{(-4.79, 5.73, -6.1), (10.34, -8.63, -1.93), (-7.47, -8.26, 6.85), (-4.48, 0.82, 10.08), (2.53, 0.76, 11.0), (12.08, -0.43, 6.16), (-2.59, 8.83, -1.54), (-5.7, 1.21, 12.67), (4.12, -9.53, -1.53), (-5.23, 1.08, 11.34), (-4.01, 0.69, 8.76), (6.07, -12.36, 0.81), (-4.36, -0.64, -7.35), (1.73, 1.71, 9.69), (-7.94, -6.17, 0.19), (1.49, -10.61, -13.5), (-1.29, -8.07, 10.21), (-5.41, 7.37, -7.99), (-5.8, 7.48, -7.23), (15.5, -10.11, 6.1), (-3.01, -0.56, -9.18), (7.97, -0.77, -1.48), (-0.64, 6.0, 0.8), (-12.06, -6.51, -7.45), (7.93, -0.7, -0.74), (-7.7, -0.53, 4.39), (-3.48, -11.17, 5.64), (-2.26, 8.25, 1.91), (7.23, -9.58, -12.57), (-6.43, 9.12, -9.12), (-8.37, 0.2, 1.44), (-2.21, -1.52, -7.87), (-3.78, -7.04, 11.22), (-3.96, -9.08, -1.02), (-8.33, 0.13, 0.7)}"
1071,263477.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca1,7.0,2.0,4,2,0.085,"[170.823, 160.441, 140.336, 132.992, 117.976, 117.781, 117.11, 111.58, 103.562, 100.486, 98.656, 98.14, 86.411, 84.434, 78.422, 76.921, 72.164, 65.374, 63.455, 63.211, 56.069]","{(7.43, 7.64, -7.09), (7.7, 5.19, 0.12), (-9.93, 1.6, 5.53), (-4.6, 5.57, -5.99), (-3.9, -0.67, -6.87), (2.22, 9.87, 5.5), (-8.17, -0.16, 5.04), (9.56, -1.31, -3.71), (0.19, -5.97, -1.08), (-4.71, -0.63, -7.06), (-3.93, -8.94, -1.18), (1.56, -8.25, 0.42), (5.84, -7.72, 8.43), (2.42, -8.19, -1.7), (7.8, 0.45, -3.22), (2.34, 1.93, 8.63), (-5.6, 7.15, -7.18), (11.27, -9.13, -3.4), (-4.02, 1.17, 9.15), (6.84, -9.31, 9.62), (13.3, -6.38, 5.23), (3.8, -10.47, -0.2), (12.6, -0.15, 6.11), (2.49, -8.65, 1.37), (6.34, 12.84, 5.6), (-8.2, 0.59, 0.95), (-4.79, 1.05, 11.08), (5.05, -1.35, -10.86), (5.82, -1.23, -12.79), (1.55, 8.3, -10.66), (4.1, 0.21, 7.07), (4.91, 0.17, 7.25), (8.52, -10.93, -11.04), (3.28, 6.31, -11.19), (-3.66, -11.39, 6.04)}"
1072,263477.cif,Al3+:14.000 Ca2+:6.000 Na1+:2.000 O2-:64.000 Si4+:18.000,Ca2,7.0,2.0,4,2,0.091,"[167.742, 146.088, 145.396, 131.79, 130.248, 115.404, 113.822, 110.06, 108.748, 100.754, 96.684, 92.585, 87.564, 80.59, 79.076, 75.989, 69.249, 63.378, 62.568, 59.369, 55.103]","{(-7.7, -5.19, -0.12), (4.61, -1.37, -10.52), (-4.6, 5.57, -5.99), (0.68, 8.16, 3.88), (-2.49, 8.65, -1.37), (4.14, -9.93, -1.5), (4.35, -1.27, -9.26), (-5.82, 1.23, 12.79), (-5.56, 1.13, 11.53), (3.66, 11.39, -6.04), (-2.47, -1.23, -10.98), (-10.35, -7.24, 0.58), (-2.56, -8.45, -0.42), (-1.23, 10.52, 13.01), (5.82, -12.34, 0.56), (3.93, 8.94, 1.18), (-7.63, 0.34, 0.85), (12.02, 5.81, 6.47), (-0.81, 6.24, 0.69), (-1.71, 0.02, -9.62), (5.73, 8.93, 10.67), (8.16, -0.4, -1.18), (10.24, 7.55, 0.28), (8.73, -0.64, -1.28), (-4.06, -10.37, -3.62), (-4.1, -0.21, -7.07), (-2.36, 0.21, -8.18), (-3.12, -1.04, -9.54), (7.61, 7.01, -10.3), (7.52, -1.76, -4.01), (1.55, 8.3, -10.66), (11.95, 0.28, 5.5), (12.89, 9.61, -0.42), (-7.43, -7.64, 7.09), (-8.2, 0.59, 0.95)}"
